mfcc01,mfcc02,mfcc03,mfcc04,mfcc05,mfcc06,mfcc07,mfcc08,mfcc09,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,rms_mean,rms_std,zcr_mean,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,flux_mean,contrast_b1,contrast_b2,contrast_b3,contrast_b4,contrast_b5,contrast_b6,contrast_b7,onset_mean,onset_std,onset_max,onset_sum,attack_time,attack_slope,hpi_ratio,label,filename
-340.68878,51.47159,9.07705,17.282911,6.497682,10.208589,5.758767,9.196186,3.9895933,5.7628064,1.5694785,4.317138,0.5688235,3.7026255,1.7887549,4.138498,1.251765,3.2645645,-0.11442495,1.7363901,0.06524105958330943,0.12544555594438558,0.033933930049668874,1647.313409692412,2189.390036836689,3457.1486315190396,0.027659679,0.051435985,14.90134166943135,9.838858406427269,11.711660619731429,12.59863558441697,12.018913180191412,13.391358047041727,42.350940075614716,0.5221928,0.95649105,6.6017256,78.851105,0.0,0.0,7.297995607081432,Kick,Kick Urban 03.wav
-268.00467,56.102577,22.08512,21.559631,5.62956,11.221642,3.5054142,7.9523716,2.4327793,5.803986,2.9737966,3.6711051,0.58140624,3.6067622,1.2622006,3.1514246,-0.041517626,2.2041862,-0.8876196,-0.33333775,0.10033712133385503,0.12639448950760535,0.022752783764367818,1383.6874033990746,2203.0285511904267,2850.3030711206898,0.0072417725,0.06470918,16.590653745403138,9.296819266802382,11.967952376313345,14.489870404404313,13.822108748590033,14.658466732989439,46.969276427468664,0.43217468,0.43359542,3.0168772,37.599197,0.0,0.0,1.5419831896122709,Kick,Kick Urban 17.wav
-505.86365,45.458374,17.32768,13.484041,2.7732673,7.2702823,5.466113,5.5469975,1.6145166,5.036358,2.2681081,5.703943,1.7066598,3.755684,-0.07394091,4.236888,0.9477283,2.9425857,-0.8149378,2.5385187,0.05399080710844919,0.11150677652885815,0.1896484375,2625.365422700236,2398.4408950663255,5504.173828125,0.16693348,0.023146885,12.690977988311731,9.029498688345862,10.176615234608061,13.50763390032646,12.66243319752845,13.407267323965579,33.89316252327101,0.019239007,0.08104076,0.6271259,1.4429255,0.0,0.0,155030.32315730737,Kick,[RO] Kick - Smoke.wav
-332.67297,104.82802,13.6062765,24.860613,10.607594,13.909728,4.9799557,9.315144,3.5541596,6.551068,2.7549722,5.1254253,1.3468343,4.5109005,-1.0251342,3.275068,0.015968725,2.979408,-1.4554657,1.0234493,0.32585259897831187,0.23003351818106893,0.04118399784482758,452.20811559844714,735.9230932649542,730.6438577586207,0.051335104,0.119381234,14.385302085397333,9.580427018406867,11.416386102819718,11.464849997705262,12.285356511055852,14.950571570345472,32.024535806726774,0.23181845,0.33716223,1.3476083,6.722735,0.0,0.0,0.7478445418531302,Kick,[RO] Kick - Global.wav
-446.14728,76.19252,57.18733,36.233727,18.682983,27.45988,13.576352,16.8719,9.617982,12.534516,7.103949,9.486917,5.339956,6.4439836,3.4851546,6.2396173,2.788596,4.314414,3.551474,2.9384687,0.16926317129107984,0.09765424539421175,0.01158447265625,223.28789503255842,548.4129429565013,343.992919921875,0.0014732622,0.031094158,23.779438527665793,11.997985208498411,13.222869389855646,13.934836129200487,13.291209009040632,15.030358175801961,35.10899074537652,0.11557277,0.17402382,1.4204652,9.245822,0.0,0.0,0.09181960500213526,Kick,GS_ODS_Kick_15.wav
-620.1416,44.016712,18.879831,18.282629,11.280756,10.954842,7.884015,8.65288,5.529561,6.265397,3.326083,3.8062515,1.734814,3.4665825,1.936389,2.1575875,0.12248732,1.6299832,-0.010997462,0.5441635,0.04822658896572677,0.06044632285123664,0.01109619140625,542.7586188691754,649.191442903322,941.2701416015625,0.4401943,0.012094086,15.8898054931513,13.178933857860466,11.330137950220376,12.72555577156775,11.766406199719626,13.158777576538409,22.964742085643337,0.06364296,0.12517843,0.664284,5.0914364,0.13931972789115646,26.78446643985808,0.6287004230236467,Kick,KICK (7).wav
-266.31982,26.466763,31.24337,40.068794,20.822828,26.335518,3.5797968,12.073968,2.5217943,7.9411893,0.8138684,6.3198223,1.6979052,0.53340405,-1.7369889,3.2650845,-0.53571564,2.765903,-0.011886696,2.7102978,0.18078392982190283,0.06961190460774795,0.010091145833333334,904.8517811899608,2006.5526346030865,1857.23876953125,0.00038808456,0.070739925,20.461478038939667,10.176092439158166,13.655801766032035,13.649563876344775,13.581354220832985,14.493056502460611,48.425948812280204,0.63928527,0.6422661,3.2795928,23.014269,0.0,0.0,0.46018662663535337,Kick,GS_ODS_Kick_01.wav
-239.74199,39.54223,0.41300377,49.77181,8.131131,23.656826,7.5076857,12.824603,5.5786753,13.453074,3.664629,5.961987,5.1950693,1.9729042,2.571006,5.3306756,1.4142224,5.1589017,-0.45153588,1.3114799,0.3076827531210988,0.27699683260568075,0.0080078125,921.2743953002771,1714.5040863160248,2076.87744140625,0.0016199034,0.1084617,20.048705884991527,12.320050200159212,12.730726452709195,11.312726972047267,12.65939247085021,15.248767772428033,42.96821125988147,0.064404175,0.08701988,0.4081661,1.2880834,0.0,0.0,0.2589885291991024,Kick,!kick_passion @visionexe.wav
-379.49973,146.6491,26.40536,30.3738,15.5579,17.275902,8.601576,9.544632,4.5047135,7.6150317,2.8802168,4.5363793,2.5265877,4.915783,1.6041671,5.147682,3.4794602,4.798439,0.0023844072,1.8685805,0.3193085811841984,0.18262113416565834,0.005580357142857143,140.24543644733163,237.63798143112354,206.103515625,4.9371397e-06,0.11494647,16.012936184148337,9.347619386620588,14.694178002145222,16.148818297835188,15.710056162084582,15.440345496706726,23.99502110604463,0.095875934,0.21593963,1.1730635,2.6845262,0.0,0.0,0.5342892803620106,Kick,2K ERO KICK -  (12).wav
-412.3409,98.5685,7.8291044,33.586586,10.1026745,16.479218,2.7079275,2.9996006,3.7783203,12.7326,8.069559,4.1676345,-2.8213654,6.3775635,4.2142153,3.0124063,1.9860783,7.4558477,0.55415833,-1.5384333,0.08348840521019392,0.11943668260432576,0.0068603515625,258.97089674630047,683.4536590578924,318.69140625,7.39517e-05,0.028080737,18.150779472938563,8.791465363960167,11.23903779930898,13.860467773680114,14.776795401950613,15.620446312761027,30.205915532296082,0.124081634,0.08916205,0.31701633,4.9632654,0.058049886621315196,26.149919936433434,58.544691791271916,Kick,TR808 BD Bass Drum 01 Short.wav
-405.88104,125.917274,42.777657,32.54028,14.995265,9.985624,5.8062773,13.248395,12.293528,11.222437,5.782197,6.925832,5.853621,6.9609957,5.042075,4.396965,0.75958395,4.5646935,1.5015293,3.1803005,0.25076030872353905,0.13165974961137708,0.005517578125,98.22688687250466,189.29485446185762,142.119140625,3.4704604e-07,0.07213458,21.746722301168667,9.126671407708638,11.834812225332751,18.98990787739181,14.043450894180259,13.485181144514996,25.123062752836795,0.0632392,0.056707982,0.20810932,1.2647841,0.0,0.0,0.38531604699434047,Kick,29kick - burn.wav
-471.35492,31.333822,23.50872,22.168995,18.061987,17.25217,13.366838,13.792079,9.827538,11.443274,8.606323,9.557428,6.3423805,8.406831,5.2441425,7.0119953,3.8088017,5.7763195,3.782997,5.3545446,0.04779778550390077,0.0908982814741164,0.023134428879310345,1366.0843511614116,1894.6901155298167,2965.8893453663795,0.015217482,0.00768864,23.298824717176306,10.221334851504874,10.617250581836556,11.3323876593752,11.796874504405555,12.855472225180483,37.38858927217435,0.0067001535,0.018685278,0.121626385,0.58291334,0.0,0.0,3.1191537560756344,Kick,TR808 BD Bass Drum 15 Short.wav
-276.40204,91.27785,28.236643,18.88615,10.216899,10.519012,2.043478,4.470256,0.8837168,1.4007215,-0.91770375,0.16758013,-3.494977,-1.506747,-3.2026165,-0.97019815,-3.6759262,-0.8607258,-3.0791929,-0.6038027,0.1715151915278904,0.11811032294682243,0.01812744140625,520.9797254218972,1045.53263157026,940.7318115234375,0.0015392012,0.09324072,14.751269447867028,10.56001003209457,11.360665067602225,12.522770949090653,11.946769579314974,11.771975545344901,33.176412333240066,0.09310433,0.102588944,0.39237672,1.4896693,0.0,0.0,6.053400417734864,Kick,H_BD2.WAV
-304.01007,124.92083,36.334274,29.162432,20.048147,17.03758,8.890417,9.409447,4.307458,5.2488813,4.236227,5.224717,1.3114679,3.5715456,1.2421505,3.890573,1.2100325,3.1134982,0.6310103,3.0600884,0.9470895336382752,0.4394776848902401,0.0052490234375,149.5963693635099,297.2693834285663,240.9027099609375,2.5060688e-06,0.34252417,17.437663612470736,9.567418292887456,13.781040058303695,14.16800191846781,13.744083683180772,14.3156929246696,27.962049387116494,0.13957372,0.29873344,1.6806725,4.466359,0.0,0.0,0.5870701881538601,Kick,VS Kick - Run it @erosennbeats.wav
-407.7879,42.023262,18.877407,21.353638,15.7073965,16.169167,12.949858,13.08551,9.605823,10.845336,7.3967166,10.135818,6.4808974,8.093845,5.1703987,7.025256,3.462243,5.4641013,2.405648,4.0216246,0.05923624892967128,0.07419036739376744,0.009295980438931298,773.085865695141,1610.2919477538828,1759.1476323950383,0.0012030952,0.009836798,22.719532678395947,9.740530887001972,10.747505588725074,12.487771189967102,12.306984009514546,13.970892009813065,40.48413594534051,0.085295975,0.13751496,0.7345965,11.173773,0.11029478458049886,156.36910247175317,0.4617409733915575,Kick,H_KICK1.WAV
-565.92145,66.37563,43.24457,32.781624,22.914331,20.883307,18.451271,15.62332,11.756351,12.482926,9.619513,10.368589,6.866999,8.775419,7.3644767,4.4298143,6.6841936,5.849767,2.5156317,5.480368,0.13222997834377814,0.14844041344901954,0.0048828125,122.13851133739793,276.19791896255293,177.88298233695653,0.00044292712,0.0239396,27.778790955851665,10.627323909002499,11.010747271332082,9.636154429009844,12.610737051138722,13.9166142890763,24.558544275025216,0.05423207,0.09998987,0.48763835,7.4840255,0.040634920634920635,47.0546402502805,0.7084491268311779,Kick,RIZTH_HDK_kick_01_A.wav
-461.86066,107.63404,47.0088,30.245502,22.739508,22.053719,15.275939,14.625276,10.914705,9.794735,7.8517623,7.963999,5.010216,7.3661056,2.6256762,5.7453227,2.2356153,3.2616096,2.4682276,2.8067887,0.25868138436968025,0.11356834284277649,0.037064985795454544,402.0269397482189,594.87140718082,720.8729137073864,0.030201731,0.0596828,22.710622990559113,10.360554312642378,9.920558087859343,9.39918138473172,10.715292933003456,14.76372029236059,25.099008973777348,0.15324888,0.20739622,0.9333386,6.7429504,0.0,0.0,0.2109277932286628,Kick,63 BD Ka╠êmpfer - FSI F#.wav
-415.75162,135.51314,34.19324,27.937256,12.764154,18.228546,11.186885,13.120937,7.8939466,9.061472,5.027116,8.628589,4.317574,6.3939915,2.9252338,4.2505107,1.9464471,3.8810272,0.84443825,2.5477662,0.21407598638885011,0.14279470762016505,0.00628662109375,114.68508185598205,188.5778970051807,160.1531982421875,5.452541e-07,0.080531806,20.22041598524724,8.37341050892673,12.102326187806892,14.980226913352205,14.810285994424728,13.458340642221028,24.72220053230445,0.05905404,0.091309905,0.34828585,0.94486463,0.0,0.0,0.20069824335514821,Kick,29kick - spray.wav
-393.48618,88.71755,38.311142,31.742783,17.575575,23.93329,14.510824,15.949881,11.088461,12.39324,9.202153,10.218314,6.7688136,8.33571,4.1428227,6.304615,2.6444316,3.5616708,0.88346356,2.2888858,0.2402954546531501,0.1863988220493874,0.004296875,133.42916298035158,399.07817571922203,177.74680397727272,6.1352875e-05,0.06905468,19.49616091978952,11.95104760422448,10.986135716605364,12.966885716821567,13.923128593293924,13.540609787358767,33.18380752285277,0.08464695,0.14128427,0.652014,4.655582,0.0,0.0,0.5641479404349009,Kick,MA_SLM_Kick_Layered_Techno.wav
-717.03406,14.54753,7.6422834,7.7361355,6.0236793,6.0918226,4.247906,4.175865,3.0695364,3.2994335,2.2927666,2.6457703,1.535206,2.0950615,1.4079642,1.8850121,0.96712804,1.5497183,0.95030946,1.3255075,0.02183252033254623,0.06901881646282121,0.0023716517857142855,115.04592534112564,256.548738239292,153.1494140625,0.73712254,0.0032719837,13.15535456107941,9.871341914863915,9.990954027889607,9.928146373803196,10.121749474396339,10.239320870901206,15.297476654970431,0.008065367,0.0228111,0.22538377,3.161624,0.0,0.0,0.2771937518566001,Kick,TR808 BD Bass Drum Long 16.wav
-451.36017,111.197945,34.16623,31.57177,19.722094,20.590147,14.160462,13.848953,10.107212,11.944436,8.302726,9.396724,6.491846,7.2066345,4.5106106,6.009029,3.7267714,4.464566,2.6607842,3.8078215,0.2088997735362561,0.1297458409250268,0.006680575284090909,251.84814328772853,392.4364769603491,468.8365589488636,0.0040315813,0.06647,24.303609130615197,9.390641256221476,9.704427401605587,11.175720939896161,11.60326211719818,13.404626995923126,24.804527289332306,0.0813637,0.1099505,0.62575114,3.5800028,0.0,0.0,1.4766792788836045,Kick,26 BD Ka╠êmpfer - Base A.wav
-483.58975,53.720364,30.508337,27.862576,21.57428,20.48026,17.74082,19.43138,15.035969,14.437328,9.997327,11.009845,6.860502,8.5202875,6.830883,8.982667,5.1759725,7.1389804,3.3779624,5.0932727,0.05047695332888473,0.06460666719860375,0.004297252780464216,114.1251661298664,575.9559846531139,72.17996327973887,5.6865815e-06,0.0033300712,28.05197567039154,10.912191786612624,11.04764643626677,15.159030620105591,13.024848466177668,13.530524718489838,36.93167647575212,0.033123054,0.05761897,1.1980155,17.124619,0.0,0.0,0.060279507397794085,Kick,CTS_Kick12.wav
-335.20944,49.730976,11.994397,33.44877,9.611885,15.672627,8.689276,15.806983,6.216127,10.956572,3.7204828,8.836263,5.3009195,8.204436,5.262461,7.402903,3.5453894,5.2963405,4.52923,5.975192,0.17918847862401555,0.17035368536556256,0.00433193108974359,510.00667657103816,1298.837648484162,985.5581430288462,0.00031916334,0.058167655,22.72995291987009,10.035797791607834,11.151882788540892,12.833337117002985,12.315300060807534,14.564170561453565,41.416971323182956,0.14978142,0.20580666,1.1430099,5.8414755,0.0,0.0,1.5224723176603967,Kick,MA_SLM_Kick_RX8_Deft.wav
-491.79422,28.473705,22.244673,20.189947,16.378412,15.994507,12.006178,12.716284,9.350206,10.258644,7.8168964,9.306376,6.7732058,7.840702,5.19218,6.151539,3.330557,5.3918257,2.978804,5.41809,0.04600761944054506,0.09497447942766908,0.05903112934362934,1757.5775645692318,2055.8911416053024,3700.1359269425675,0.054434735,0.004157131,22.771204521883025,9.72028425545518,10.089711755197113,11.936282099886915,12.377787420752748,13.186142077670945,36.74930229867356,0.008617612,0.02497108,0.17702591,2.2319615,0.1219047619047619,24.386471137404442,0.16708400352023536,Kick,TR808 BD Bass Drum Long 02.wav
-478.54135,91.49113,19.779406,26.339828,14.700259,16.113276,10.230701,10.86838,6.8111067,8.881422,5.535593,8.735791,4.0694036,6.7590756,2.8187253,5.797694,3.5010548,4.9251847,1.7188118,3.5769887,0.20375906664697152,0.1945198781116303,0.0030475484913793103,255.72130373038064,732.5750839196454,291.44076643318965,5.676158e-05,0.054633502,23.92104930760377,10.330390708116862,11.618151758972033,13.272953267026175,13.570947218911195,14.006934809333574,26.94772234974399,0.09042523,0.17390223,0.9378418,5.2446632,0.0,0.0,0.5483108077678478,Kick,k i c k - n a u s e a .wav
-362.06342,99.84128,19.57744,27.633953,15.292937,17.056023,9.934836,9.490937,5.450353,8.848881,4.9114003,6.319417,1.7039645,5.932648,3.522721,4.3650312,1.7942,4.150338,1.0237565,2.403181,0.26739129525148103,0.19998097289954703,0.0045396959459459455,197.78479779689957,550.2460987695553,282.25955447635135,8.011954e-05,0.084024884,20.497542507697702,8.81090999382728,11.522962060039077,11.70373723766915,12.465246874039284,14.07825862212975,31.317715985630304,0.103361435,0.16019416,0.9024154,3.824373,0.0,0.0,0.7350862156049907,Kick,Kick - Love [F#].wav
-321.48093,90.648186,33.75415,24.479519,14.585337,22.357613,16.469559,14.500938,4.768454,5.4630175,1.272017,3.9301014,2.5382214,4.2564626,2.930137,3.7228317,1.2913455,3.8780766,0.37030432,2.1750994,0.37931932502770854,0.4516840068908843,0.0038548519736842104,197.03990858148418,686.6487516017927,219.29867393092104,5.449121e-05,0.082685724,18.611523695778978,11.087565147120031,14.787801210165986,13.160070081477087,12.941712951015237,14.316860930650613,34.32670991962732,0.046322774,0.052864973,0.26243234,1.7602654,0.0,0.0,6.4335076550117805,Kick,29kick - remove.wav
-364.236,35.35318,3.0767896,20.36467,9.045155,11.895426,4.2824154,0.77010804,-0.6939669,3.9545481,2.4624507,3.7165256,1.1473277,1.6079335,-1.1604019,2.451136,0.79040986,2.837948,-1.0960385,1.0682589,0.022149311515290655,0.03886834618056117,0.09953360721982758,2401.773953293337,2637.1619303051543,5404.833984375,0.068136595,0.021197459,13.036571207543362,10.571929505384857,12.248787775708573,12.946810469878544,12.497454059726632,15.092984847398492,43.530185276657775,0.33504316,0.6347162,4.024886,38.865005,0.19156462585034015,8.637002305212345,13.214398508153817,Kick,038.vubeatz - Kick-04.wav
-533.6923,136.08688,22.25041,29.316175,13.868767,14.528176,9.354459,8.895749,5.45683,6.9993443,2.6043956,4.071308,3.435138,5.220327,2.9186773,5.274963,3.227279,3.5647173,1.0412536,1.9450433,0.16026937038165423,0.16199936183566602,0.004181690705128205,178.23966468809428,409.71726029470955,252.32496995192307,0.055262346,0.05867038,16.82518559835401,8.383947696458778,13.617206627521837,14.999860197236899,14.894438272632497,15.891942797942983,17.77789921407351,0.061846353,0.16314553,1.0019919,2.4120078,0.0,0.0,3.242601185426979,Kick,2K ERO KICK -  (9).wav
-380.4879,79.493484,33.393982,31.926373,21.641489,19.70903,14.422335,12.735593,7.9471116,8.625534,6.1640463,8.990411,5.103139,6.683795,3.3231096,4.9714174,3.2930348,6.7833133,2.98854,3.1731956,0.2373002883874215,0.20676806311867263,0.004524075255102041,135.4036884556934,516.2319548603965,138.427734375,6.480927e-06,0.04977811,20.93373309638431,11.124032571506463,13.398104070496963,13.624484613968818,13.591008021997746,14.615722363635745,35.62123688057315,0.059182275,0.1093207,0.75796175,2.8999314,0.0,0.0,0.4662627021287329,Kick,29kick - nifty.wav
-461.78015,4.381884,6.076694,23.819246,3.8858228,19.509663,3.8423526,13.627692,1.7325225,9.400402,-0.28805813,6.8959537,0.40036246,5.9058948,-0.09852881,4.4211497,-0.6434028,3.5820205,-0.31788987,2.9184854,0.0020785665870733587,0.00737318049353404,0.209631839514652,3776.986195908835,2716.103174315562,6804.413311298077,0.10327999,0.0010947329,22.078858502722504,9.325708910055095,10.584572229990984,12.220832259393969,12.473665120424679,13.506656199198295,53.13476158520511,0.22557591,0.43891907,3.996568,61.582222,0.034829931972789115,439.0473771840334,1.1407418641206737,Kick,kick low 1.wav
-493.81006,66.77729,35.89877,23.810783,16.059172,13.957984,10.202569,10.884611,7.2719646,7.886894,3.565398,4.2505455,0.99029386,3.0347564,0.66328686,3.4146624,1.7530024,4.633813,1.2424538,1.5052387,0.011457382626864234,0.039596018926822206,0.010260719476744186,520.9887422091715,1501.1456961390493,411.2341024709302,0.00024731626,0.004250968,11.701946284288733,11.26748445844379,12.808340712694088,14.937311619152638,13.042032708336384,13.581119060556382,39.470292404827724,0.081114,0.076345064,0.51178503,34.87902,0.0,0.0,5.55305471737105,Kick,SO_ISD_kick_loud_roomy.wav
-314.8393,41.074497,9.064701,32.649597,10.314268,20.874743,9.950343,17.830854,9.657429,14.482571,7.6282296,10.173024,4.9343457,7.995335,2.4780262,5.097185,2.0054195,4.352486,1.0571593,4.0265374,0.1534507646784919,0.13768724785868386,0.010918511284722222,887.0073941162881,1601.4491024101194,1845.574951171875,0.0037961113,0.058060765,19.45703450362171,10.476576206543132,10.244175437971556,12.327254724614228,11.984192776107783,13.849510550665592,44.59391556315591,0.29518116,0.31458688,1.3693622,21.253044,0.052244897959183675,31.143854511901736,0.13505025480996097,Kick,MA_SLM_Kick_R5_Retro.wav
-252.14517,38.988823,11.614048,38.57482,6.5782547,19.609272,5.215631,11.695033,6.8594413,8.09757,6.799422,7.105426,6.1984572,6.2583237,2.4353333,5.2608743,3.5628548,4.1496515,0.875978,3.1229732,0.21909465856151691,0.2222838851196134,0.0091064453125,936.3344965283337,1847.829338747645,1840.550537109375,0.004029681,0.084403366,18.712757073661326,8.28087532344682,11.209141485402702,13.120856582520606,12.187765170746715,13.360001950353588,45.367285390228496,0.24779165,0.23437522,0.9093963,9.911666,0.10448979591836735,17.280647275038064,1.3172700403750355,Kick,kick_big @visionexe.wav
-414.30298,132.83295,26.225498,34.474113,16.845715,20.143398,12.268973,14.789573,8.676925,11.201185,6.356716,9.019328,5.2160745,7.642788,3.669098,5.791691,2.9065309,5.314948,2.5268404,5.063249,0.3095083470801044,0.1320065194444097,0.0064912683823529415,91.80713247012393,166.2916228408088,136.79917279411765,2.5871654e-07,0.060452074,22.07310633109204,10.49173826157354,12.260310221169497,14.287551314372463,13.863873940185426,15.65851067781122,27.08968133407092,0.09972534,0.100708455,0.36344686,3.3906617,0.0,0.0,0.3281326365004032,Kick,PG TRAUMA Kick - Clipper.wav
-541.0052,45.66389,34.161526,26.183432,19.360462,17.8071,12.136121,12.024158,6.95585,8.157061,5.6216435,6.8442082,2.9471889,5.0008917,2.2634423,3.6229463,0.3959736,1.8150762,-0.43188715,2.9589088,0.008848193415883134,0.0388766401380298,0.011274038461538462,774.5514929616015,1779.8924523682583,1444.6460336538462,0.0022601017,0.003608983,14.506589931171993,12.890808788227323,13.105820917341473,13.246416379369157,12.548893549622873,13.508092599323763,35.19607691507953,0.051550012,0.1075951,1.6992784,16.753754,0.0,0.0,177.90184031759975,Kick,V7 Studio Kick Drum (snares off).wav
